time,_pika_interface_velocity_max,_pika_interface_velocity_min,grad_T_y,k_x_eff,k_y_eff,temperature
8790,3.1257533403831e-07,-2.4809282459031e-07,250,1.2514049396587,1.2071383250482,263.15
8820,3.1339194053518e-07,-2.4808617687288e-07,250,1.2514128682094,1.2071440223488,263.15
8850,3.1414963823849e-07,-2.4807975377542e-07,250,1.2514208928362,1.2071502589899,263.15
8880,3.1485168038146e-07,-2.4807354435767e-07,250,1.2514291622515,1.2071555852365,263.15
8910,3.1550119974535e-07,-2.4806753715424e-07,250,1.2514373258557,1.2071594966899,263.15
8940,3.1610120441101e-07,-2.4806172042099e-07,250,1.2514449847777,1.2071614706818,263.15
8970,3.1665457365447e-07,-2.4805608190327e-07,250,1.2514517734898,1.2071613231134,263.15
9000,3.1714336443601e-07,-2.4805060893217e-07,250,1.2514577170048,1.2071596256768,263.15
9030,3.1756875551925e-07,-2.480452884674e-07,250,1.2514630000097,1.2071569393382,263.15
9060,3.1793380743318e-07,-2.4804010677716e-07,250,1.2514677024381,1.2071531640367,263.15
9090,3.1824109035372e-07,-2.4803504998241e-07,250,1.2514720441069,1.2071495994353,263.15
9120,3.1849291628751e-07,-2.4803010398587e-07,250,1.2514760845843,1.2071463680708,263.15
9150,3.1869143144659e-07,-2.4802525444215e-07,250,1.2514796233493,1.2071425513139,263.15
9180,3.1883865073605e-07,-2.4802048652318e-07,250,1.2514823162177,1.2071371629402,263.15
9210,3.1893647274069e-07,-2.4801578512159e-07,250,1.2514847084933,1.2071304213976,263.15
9240,3.1898668815545e-07,-2.4802220962862e-07,250,1.2514872839778,1.2071223927245,263.15
9270,3.1899098618428e-07,-2.480426781599e-07,250,1.2514897677848,1.2071133132563,263.15
9300,3.1895096032931e-07,-2.48077106499e-07,250,1.2514918104908,1.2071039380494,263.15
9330,3.1886811393948e-07,-2.4812543404989e-07,250,1.2514934248995,1.2070949177167,263.15
9360,3.1874386561546e-07,-2.4818744357527e-07,250,1.2514948285814,1.2070856158674,263.15
9390,3.1857955450352e-07,-2.4826283221054e-07,250,1.2514966083111,1.2070779898127,263.15
9420,3.1837644543088e-07,-2.4835124685565e-07,250,1.251498958751,1.2070742026361,263.15
9450,3.1813573387252e-07,-2.4845229649464e-07,250,1.2515012866151,1.2070691897139,263.15
9480,3.1785854991859e-07,-2.4856555653507e-07,250,1.2515038114235,1.2070649467643,263.15
9510,3.1754596291453e-07,-2.4869056999916e-07,250,1.2515065600237,1.2070614004061,263.15
9540,3.1719898699587e-07,-2.4882684902386e-07,250,1.251508724557,1.2070569628086,263.15
9570,3.168185854397e-07,-2.4897387610664e-07,250,1.2515108670573,1.2070518222854,263.15
9600,3.1640567421121e-07,-2.4913110616664e-07,250,1.2515126082862,1.2070492478158,263.15
9630,3.1596112550309e-07,-2.4929796841889e-07,250,1.251514902242,1.207048166266,263.15
9660,3.1548577077564e-07,-2.4947386830057e-07,250,1.2515171884974,1.2070479178387,263.15
9690,3.149804040008e-07,-2.4965818951849e-07,250,1.2515200979773,1.2070470086548,263.15
9720,3.1444578269288e-07,-2.4985029676907e-07,250,1.2515227298513,1.2070446344448,263.15
9750,3.1388263517174e-07,-2.5004953047476e-07,250,1.2515247963749,1.2070410051053,263.15
9780,3.1329166210605e-07,-2.5025519058907e-07,250,1.2515269172942,1.2070367283258,263.15
9810,3.1267353768204e-07,-2.5046660245371e-07,250,1.2515294241556,1.2070322543046,263.15
9840,3.1202891188761e-07,-2.5068308100496e-07,250,1.2515312126195,1.2070269920894,263.15
9870,3.1135841262623e-07,-2.5090393522168e-07,250,1.2515330153002,1.2070212897942,263.15
9900,3.106626477252e-07,-2.5182850301225e-07,250,1.2515344505252,1.2070151001946,263.15
9930,3.0994220681543e-07,-2.5288501051774e-07,250,1.2515355633581,1.2070106802931,263.15
9960,3.0919766309408e-07,-2.5390831606539e-07,250,1.2515365866805,1.2070062603153,263.15
9990,3.0842957488616e-07,-2.5489901423335e-07,250,1.2515369865619,1.2070002977484,263.15
10020,3.0763848710171e-07,-2.5585771893534e-07,250,1.2515380214519,1.2069937833798,263.15
10050,3.0677955040494e-07,-2.5678503806977e-07,250,1.2515398149266,1.2069884919668,263.15
10080,3.0583386243776e-07,-2.5768156771862e-07,250,1.2515429893875,1.2069864190348,263.15
10110,3.0481269417133e-07,-2.5854788979701e-07,250,1.2515478936885,1.2069874079744,263.15
10140,3.0371992879766e-07,-2.5933702889681e-07,250,1.2515542805533,1.2069941200407,263.15
10170,3.0255751892874e-07,-2.5993861253699e-07,250,1.2515598835025,1.2069988200342,263.15
10200,3.0130063278618e-07,-2.6035762371567e-07,250,1.2515651083558,1.207002013921,263.15
10230,2.9987187040692e-07,-2.6059757365554e-07,250,1.251570151372,1.2070047928296,263.15
10260,2.9828635123689e-07,-2.6066169236286e-07,250,1.2515745745757,1.2070076400667,263.15
10290,2.9655109350119e-07,-2.6055334000318e-07,250,1.2515781683023,1.2070097682235,263.15
10320,2.946712494614e-07,-2.602761342249e-07,250,1.2515808951281,1.2070099640971,263.15
10350,2.9265156638668e-07,-2.5983398047361e-07,250,1.2515836127929,1.207008599837,263.15
10380,2.9049675398925e-07,-2.5923106394356e-07,250,1.2515875083879,1.2070109275706,263.15
10410,2.8821157592559e-07,-2.5847183526683e-07,250,1.2515918707074,1.2070140121988,263.15
10440,2.8580086825354e-07,-2.5756099681766e-07,250,1.2515957952503,1.2070191755079,263.15
10470,2.8326953765981e-07,-2.5630826615525e-07,250,1.2516002850361,1.2070241947547,263.15
10500,2.8062255376507e-07,-2.5540066570815e-07,250,1.2516052881509,1.2070297020371,263.15
10530,2.8214185624999e-07,-2.5556145728368e-07,250,1.251610254954,1.2070343902918,263.15
10560,2.8647230230789e-07,-2.5571418438057e-07,250,1.2516157442066,1.2070392397155,263.15
10590,2.907599974896e-07,-2.5585857361971e-07,250,1.2516227412432,1.2070466879142,263.15
10620,2.9483918352611e-07,-2.5599437497484e-07,250,1.2516298622921,1.2070533428756,263.15
10650,2.9847661364665e-07,-2.5612135903372e-07,250,1.251636945079,1.207059333896,263.15
10680,3.0136507457436e-07,-2.5623931670137e-07,250,1.2516442716519,1.2070689394997,263.15
10710,3.0313214296688e-07,-2.563480588779e-07,250,1.2516512057308,1.2070790976541,263.15
10740,3.0336487360852e-07,-2.5644741432104e-07,250,1.2516577191315,1.2070884481693,263.15
10770,3.0157392446897e-07,-2.5653722817063e-07,250,1.2516642375961,1.2070984051808,263.15
10800,2.4891084426922e-07,-2.5661736177211e-07,250,1.2516706206064,1.207109483127,263.15
10830,2.4532796524292e-07,-2.5668769218231e-07,250,1.2516778882753,1.2071201353344,263.15
10860,2.4169043336798e-07,-2.5674811075616e-07,250,1.2516847287955,1.207129591359,263.15
10890,2.3845370241206e-07,-2.5679852185361e-07,250,1.2516915679899,1.2071401066474,263.15
10920,2.3875577352745e-07,-2.5683884113786e-07,250,1.2516979514434,1.2071492277857,263.15
10950,2.3904596406319e-07,-2.5686899301794e-07,250,1.2517038964969,1.2071564199886,263.15
10980,2.3932434319624e-07,-2.5688890916093e-07,250,1.2517096284759,1.2071620011057,263.15
11010,2.3959091852372e-07,-2.5689852674526e-07,250,1.2517149270189,1.2071660177431,263.15
11040,2.3984567236224e-07,-2.5689778702261e-07,250,1.2517201649447,1.2071689633554,263.15
11070,2.4008855717078e-07,-2.5688663364063e-07,250,1.2517258249689,1.2071710690266,263.15
11100,2.4031952668792e-07,-2.5686501089296e-07,250,1.2517308658058,1.2071729357603,263.15
11130,2.4053854181889e-07,-2.5683286176742e-07,250,1.2517358202939,1.2071731484118,263.15
11160,2.4074556848223e-07,-2.5679012702204e-07,250,1.2517412292144,1.2071715600946,263.15
11190,2.4094057528374e-07,-2.5673674292481e-07,250,1.2517462892496,1.2071689460972,263.15
11220,2.4112353256707e-07,-2.5667263999814e-07,250,1.2517518335433,1.2071670064757,263.15
11250,2.4129441273882e-07,-2.5659774114565e-07,250,1.2517568138206,1.2071664112677,263.15
11280,2.4145319117705e-07,-2.5651196034295e-07,250,1.2517616146325,1.2071650663762,263.15
11310,2.4159984656387e-07,-2.5641520074313e-07,250,1.251766599711,1.2071636268996,263.15
11340,2.4173436093635e-07,-2.563073525051e-07,250,1.2517724694838,1.2071647802701,263.15
11370,2.4185672031121e-07,-2.5618829105147e-07,250,1.2517786445226,1.2071660470676,263.15
11400,2.4196691473252e-07,-2.5605787627725e-07,250,1.2517844954434,1.2071671419312,263.15
11430,2.4206493894297e-07,-2.5591595041082e-07,250,1.2517901333762,1.2071686241434,263.15
11460,2.421507929351e-07,-2.5574901223819e-07,250,1.2517954435752,1.2071703152009,263.15
11490,2.4222448215314e-07,-2.5554174547757e-07,250,1.2518004261262,1.2071703805042,263.15
11520,2.4228601756454e-07,-2.5529823395638e-07,250,1.2518054970426,1.2071715465083,263.15
11550,2.4233541546612e-07,-2.5502011014976e-07,250,1.2518103235271,1.2071735264768,263.15
11580,2.4237269809591e-07,-2.5470819287607e-07,250,1.2518146217842,1.2071767843673,263.15
11610,2.423978937707e-07,-2.5436300811717e-07,250,1.2518193745533,1.2071800654747,263.15
11640,2.4241103532354e-07,-2.5398460123276e-07,250,1.2518258911441,1.2071836639934,263.15
11670,2.4241216074884e-07,-2.535735298478e-07,250,1.2518327031539,1.2071869628633,263.15
11700,2.4240131370405e-07,-2.5313039285001e-07,250,1.2518394097011,1.2071906103903,263.15
11730,2.4237854377579e-07,-2.5265582766766e-07,250,1.2518458598797,1.2071942087161,263.15
11760,2.4234390668034e-07,-2.5215050506337e-07,250,1.2518543228743,1.2071983279432,263.15
11790,2.4229746359839e-07,-2.5161512318981e-07,250,1.2518626787045,1.2072024731967,263.15
11820,2.4223928096724e-07,-2.5105040298223e-07,250,1.2518708349147,1.2072069638601,263.15
11850,2.4216943043061e-07,-2.5045708288609e-07,250,1.2518786646293,1.2072103505923,263.15
11880,2.4208798888472e-07,-2.4983591392982e-07,250,1.2518864685289,1.2072130002955,263.15
11910,2.4199503962582e-07,-2.491876545599e-07,250,1.2518949364248,1.2072201814139,263.15
11940,2.4189067060387e-07,-2.485130659853e-07,250,1.2519041756696,1.2072314215895,263.15
11970,2.4177497409116e-07,-2.4781290773648e-07,250,1.2519141558678,1.2072441987186,263.15
12000,2.4164804682306e-07,-2.4708793236905e-07,250,1.2519242289353,1.2072587674529,263.15
12030,2.4150998970435e-07,-2.4633888285726e-07,250,1.2519339441583,1.2072723354547,263.15
12060,2.4136090582343e-07,-2.4556648841737e-07,250,1.251944074952,1.2072860379802,263.15
12090,2.4120090184709e-07,-2.4477146125915e-07,250,1.2519534293713,1.2072986588706,263.15
12120,2.4103009010851e-07,-2.4395449509945e-07,250,1.2519619744886,1.2073097209303,263.15
12150,2.4084858855621e-07,-2.4311626243525e-07,250,1.2519696300366,1.207319161417,263.15
12180,2.4065651946915e-07,-2.4225741234345e-07,250,1.2519769370916,1.2073273576261,263.15
12210,2.4045400774424e-07,-2.4137856858079e-07,250,1.2519839364554,1.2073354932385,263.15
12240,2.4024118108591e-07,-2.4048032802824e-07,250,1.2519903270015,1.2073413876624,263.15
12270,2.4001817046079e-07,-2.3956325931979e-07,250,1.2519958372149,1.2073465574039,263.15
12300,2.3978510865079e-07,-2.3862790231233e-07,250,1.2520006944607,1.2073503778851,263.15
12330,2.3954213002222e-07,-2.3767476676943e-07,250,1.2520050522725,1.2073536785373,263.15
12360,2.392893704672e-07,-2.3670433225469e-07,250,1.2520089510602,1.2073628713939,263.15
12390,2.3902696734942e-07,-2.3571704642995e-07,250,1.2520123400264,1.2073714695009,263.15
12420,2.3875505941041e-07,-2.3471332376327e-07,250,1.2520153155777,1.2073791902915,263.15
12450,2.3847378651426e-07,-2.3369354861623e-07,250,1.2520178589949,1.2073867766349,263.15
12480,2.3818328963646e-07,-2.3265807560203e-07,250,1.2520202736903,1.2073989663929,263.15
12510,2.3789196598776e-07,-2.3160723019939e-07,250,1.2520226695395,1.2074126422116,263.15
12540,2.3757519127748e-07,-2.3054131409179e-07,250,1.2520244812173,1.2074254307467,263.15
12570,2.3725787365622e-07,-2.3014809492142e-07,250,1.2520258859482,1.2074381973602,263.15
12600,2.3693189877714e-07,-2.3024649198375e-07,250,1.2520274511246,1.2074490577694,263.15
12630,2.3659740715926e-07,-2.3034198797116e-07,250,1.25202827401,1.2074590928201,263.15
12660,2.3625453833334e-07,-2.3043464551537e-07,250,1.2520291418511,1.2074701301285,263.15
12690,2.3590343165433e-07,-2.3052453018231e-07,250,1.2520294606207,1.2074794123853,263.15
12720,2.3554422460053e-07,-2.3061171027404e-07,250,1.2520300680735,1.207488145011,263.15
12750,2.3517705210762e-07,-2.3069625661731e-07,250,1.2520303096502,1.2074960875347,263.15
12780,2.3480204693777e-07,-2.3077824234948e-07,250,1.2520302340425,1.2075025805669,263.15
12810,2.3441933851021e-07,-2.3085774270593e-07,250,1.2520304727802,1.2075098970172,263.15
12840,2.3402905321007e-07,-2.3093483482172e-07,250,1.2520315542516,1.2075205763615,263.15
12870,2.3363131539295e-07,-2.310095975283e-07,250,1.2520323020244,1.2075297849095,263.15
12900,2.3322624687104e-07,-2.3108211116187e-07,250,1.2520331724171,1.2075388361898,263.15
12930,2.3281396619234e-07,-2.3115245737758e-07,250,1.2520336732247,1.2075470690602,263.15
12960,2.3239450663945e-07,-2.3122071897009e-07,250,1.2520341174988,1.2075548659953,263.15
12990,2.3196797690482e-07,-2.3128697967301e-07,250,1.2520340239894,1.2075630691047,263.15
13020,2.3153448543914e-07,-2.31351323975e-07,250,1.2520333750994,1.2075701057661,263.15
13050,2.3109413391092e-07,-2.3141383695073e-07,250,1.2520321094728,1.2075760019409,263.15
13080,2.3064701857781e-07,-2.3147460410379e-07,250,1.2520309993632,1.2075828546162,263.15
13110,2.3019323235082e-07,-2.315337112176e-07,250,1.252029906285,1.2075898664348,263.15
13140,2.2973286523782e-07,-2.3159124433666e-07,250,1.2520280777086,1.2075955645015,263.15
13170,2.293054929299e-07,-2.3178420224174e-07,250,1.2520259700699,1.2076028478026,263.15
13200,2.2933590861038e-07,-2.3199135697064e-07,250,1.2520238787959,1.207609189101,263.15
13230,2.2936630640107e-07,-2.3219684157944e-07,250,1.2520215409938,1.207613381647,263.15
13260,2.2939667203798e-07,-2.3240071462148e-07,250,1.2520202356986,1.2076159191859,263.15
13290,2.2942699121793e-07,-2.3260303056709e-07,250,1.2520199832861,1.2076172439828,263.15
13320,2.2945724965404e-07,-2.3280384021927e-07,250,1.252019307411,1.207617302711,263.15
13350,2.2948743412082e-07,-2.330031911118e-07,250,1.2520183663603,1.2076180449005,263.15
13380,2.2951753070319e-07,-2.3320112734795e-07,250,1.2520166436607,1.2076168575382,263.15
13410,2.2954752435913e-07,-2.3339768934244e-07,250,1.2520139983663,1.2076142499521,263.15
13440,2.2957739998295e-07,-2.3359291406669e-07,250,1.2520106266704,1.2076106267478,263.15
13470,2.2960714292992e-07,-2.3378683536987e-07,250,1.252006507272,1.2076054922297,263.15
13500,2.2963673899985e-07,-2.3397948421752e-07,250,1.2520024500176,1.2075999328584,263.15
13530,2.296661742983e-07,-2.3417088895192e-07,250,1.2519977312006,1.2075922525456,263.15
13560,2.2969543513019e-07,-2.3436107541532e-07,250,1.2519920269975,1.2075825991499,263.15
13590,2.2972450784749e-07,-2.3455015490003e-07,250,1.2519855486693,1.207571335779,263.15
13620,2.2975337878828e-07,-2.3473860844249e-07,250,1.2519785215234,1.2075585788265,263.15
13650,2.2978203465677e-07,-2.3492661437368e-07,250,1.2519718853106,1.2075469997291,263.15
13680,2.2981046227404e-07,-2.3511409329826e-07,250,1.2519646644133,1.2075353929526,263.15
13710,2.2983864863718e-07,-2.3530095812836e-07,250,1.2519578144275,1.2075240952845,263.15
13740,2.2986658088207e-07,-2.3548712253514e-07,250,1.2519505270332,1.2075108861486,263.15
13770,2.2989426149442e-07,-2.356725064047e-07,250,1.2519428768174,1.2074962371482,263.15
13800,2.2992169999245e-07,-2.3585703800147e-07,250,1.25193502734,1.2074805819743,263.15
13830,2.2994888812856e-07,-2.360406541176e-07,250,1.2519270401335,1.2074661195846,263.15
13860,2.2997581594641e-07,-2.3622329942364e-07,250,1.2519188522933,1.2074538713778,263.15
13890,2.3000247162353e-07,-2.3640492546027e-07,250,1.2519102118669,1.2074421193217,263.15
13920,2.3002884176366e-07,-2.365854897283e-07,250,1.2519016658057,1.2074302982153,263.15
13950,2.3005491188564e-07,-2.3676495489482e-07,250,1.2518924943729,1.2074187592472,263.15
13980,2.300806668542e-07,-2.3694328812063e-07,250,1.2518838706986,1.2074074919357,263.15
14010,2.3010609123805e-07,-2.3712046060042e-07,250,1.2518755320658,1.2073982356915,263.15
14040,2.3013116953911e-07,-2.3729644703441e-07,250,1.251866845998,1.2073888947796,263.15
14070,2.3015588632553e-07,-2.374712251808e-07,250,1.251857875904,1.2073799990493,263.15
14100,2.3018022632962e-07,-2.3764477541177e-07,250,1.2518478231581,1.2073696152735,263.15
14130,2.3020417454466e-07,-2.3781708038408e-07,250,1.2518370616956,1.2073588082854,263.15
14160,2.3022771630129e-07,-2.3798812486766e-07,250,1.2518260530028,1.2073482125754,263.15
14190,2.3025083731678e-07,-2.3842330386268e-07,250,1.2518153736633,1.2073407272623,263.15
14220,2.3027352376364e-07,-2.3962595454896e-07,250,1.2518046148362,1.2073345358334,263.15
14250,2.302957623111e-07,-2.4069900469053e-07,250,1.2517928233219,1.2073277720681,263.15
14280,2.3031754018852e-07,-2.4165186998418e-07,250,1.2517816218883,1.2073218642178,263.15
14310,2.3033884521615e-07,-2.4249380210792e-07,250,1.2517718139908,1.2073158031824,263.15
14340,2.3035966583264e-07,-2.4323375837853e-07,250,1.2517626555214,1.2073097025186,263.15
14370,2.3037999111419e-07,-2.4388030184371e-07,250,1.2517535449756,1.2073038245945,263.15
14400,2.3039981304194e-07,-2.4444152848869e-07,250,1.2517452800059,1.2072993494075,263.15
14430,2.3041912146606e-07,-2.4492502058307e-07,250,1.2517367759057,1.2072942502038,263.15
14460,2.3043790559277e-07,-2.4533782084486e-07,250,1.2517285231261,1.207288553987,263.15
14490,2.3045615582413e-07,-2.4568642454513e-07,250,1.2517212279267,1.2072845585368,263.15
14520,2.3047386394708e-07,-2.4597678542996e-07,250,1.251715667736,1.2072818854503,263.15
14550,2.3049102288559e-07,-2.4621433279109e-07,250,1.2517096495439,1.2072780774529,263.15
14580,2.3050762651245e-07,-2.4640399594955e-07,250,1.251703851654,1.2072740114034,263.15
14610,2.3052367078032e-07,-2.4655023364882e-07,250,1.2516978071668,1.207268836904,263.15
14640,2.3053915232282e-07,-2.4665706672202e-07,250,1.2516919818728,1.2072642977667,263.15
14670,2.3055406668712e-07,-2.4672811208987e-07,250,1.2516892220015,1.2072630635435,263.15
14700,2.3059851984956e-07,-2.4676661723685e-07,250,1.2516861332267,1.2072627393302,263.15
14730,2.3067113324763e-07,-2.4677549369485e-07,250,1.2516824360247,1.2072629616329,263.15
14760,2.3074067378065e-07,-2.4675734916014e-07,250,1.2516786857057,1.2072642569079,263.15
14790,2.3080714029004e-07,-2.4671451828993e-07,250,1.2516754485124,1.2072686286559,263.15
14820,2.3096231776925e-07,-2.4664909108358e-07,250,1.2516719696698,1.207272892751,263.15
14850,2.3116872749733e-07,-2.4656293895849e-07,250,1.2516680433915,1.2072759879608,263.15
14880,2.3136987249147e-07,-2.4645773864192e-07,250,1.2516631735346,1.2072779094597,263.15
14910,2.3156569428251e-07,-2.4633499382424e-07,250,1.2516575545261,1.207279814092,263.15
14940,2.3175613811419e-07,-2.4619605467934e-07,250,1.251651811709,1.2072835533808,263.15
14970,2.3194115213434e-07,-2.4604213550878e-07,250,1.2516478317032,1.207286782801,263.15
15000,2.3212068917329e-07,-2.4587433067834e-07,250,1.2516465917093,1.2072890763345,263.15
15030,2.3229470686535e-07,-2.456936284662e-07,250,1.2516451666191,1.2072897235102,263.15
15060,2.3246316672824e-07,-2.4550092385184e-07,250,1.2516430303895,1.207288091239,263.15
15090,2.3262603367061e-07,-2.4529703024241e-07,250,1.2516412952763,1.2072855189635,263.15
15120,2.3278327586414e-07,-2.4508268801805e-07,250,1.251639790455,1.2072824510171,263.15
15150,2.3293486481393e-07,-2.4485857298373e-07,250,1.2516380238284,1.2072790789595,263.15
15180,2.3308077541674e-07,-2.4462530417231e-07,250,1.2516360661795,1.2072749303768,263.15
15210,2.3322098602763e-07,-2.4438345122278e-07,250,1.2516332381221,1.2072687651094,263.15
15240,2.3335547842136e-07,-2.4413353853762e-07,250,1.2516300822499,1.2072617013417,263.15
15270,2.3348423789825e-07,-2.4387605105369e-07,250,1.2516268973429,1.2072569483458,263.15
15300,2.3360725295371e-07,-2.436114385947e-07,250,1.2516238261931,1.2072571687204,263.15
15330,2.3372451506438e-07,-2.4365786165939e-07,250,1.2516223196345,1.2072598185987,263.15
15360,2.3383601870583e-07,-2.4377932662706e-07,250,1.2516212313802,1.2072626389649,263.15
15390,2.3394176143839e-07,-2.438997465987e-07,250,1.2516226843877,1.2072650589092,263.15
15420,2.340417439722e-07,-2.4401913433113e-07,250,1.2516244426705,1.2072672277595,263.15
15450,2.3413597016602e-07,-2.4413750268933e-07,250,1.2516252010643,1.2072671285607,263.15
15480,2.3422444697883e-07,-2.4425486463803e-07,250,1.2516259481427,1.2072657348295,263.15
15510,2.3430718439232e-07,-2.4437123321883e-07,250,1.2516266155587,1.2072623176766,263.15
15540,2.3438419531108e-07,-2.4448662151312e-07,250,1.2516263003594,1.2072572254843,263.15
15570,2.3445549545976e-07,-2.4460104264147e-07,250,1.251625432937,1.2072500642002,263.15
15600,2.345211034588e-07,-2.4471450974473e-07,250,1.2516238150394,1.2072419031127,263.15
15630,2.3458104049544e-07,-2.4482703596434e-07,250,1.2516220887735,1.2072326122509,263.15
15660,2.3463533020992e-07,-2.4493863442506e-07,250,1.2516198858227,1.2072225945942,263.15
15690,2.3468399901919e-07,-2.4504931820271e-07,250,1.2516174787745,1.207212486924,263.15
15720,2.3472707525045e-07,-2.4515910034135e-07,250,1.2516146628174,1.2072019567079,263.15
15750,2.3476458917854e-07,-2.4526799384333e-07,250,1.251611287442,1.2071897725837,263.15
15780,2.3479657316579e-07,-2.4537601160111e-07,250,1.2516095804111,1.2071780975786,263.15
15810,2.3482306162802e-07,-2.4548316643333e-07,250,1.2516118837555,1.2071677171192,263.15
15840,2.3484409107074e-07,-2.4558947109465e-07,250,1.2516135018394,1.207154975088,263.15
15870,2.3485969829517e-07,-2.4569493818801e-07,250,1.251614756761,1.2071406793862,263.15
15900,2.3486992443605e-07,-2.4579958019521e-07,250,1.251615524273,1.2071269454607,263.15
15930,2.3487481475791e-07,-2.4590340960666e-07,250,1.2516167042401,1.2071129965241,263.15
15960,2.3487441655704e-07,-2.4600623630553e-07,250,1.2516218245926,1.2071016748443,263.15
15990,2.3486874148125e-07,-2.461060324427e-07,250,1.2516265955763,1.2070910823438,263.15
16020,2.3485785350872e-07,-2.4620292370518e-07,250,1.2516303848529,1.2070792493254,263.15
16050,2.3484181768434e-07,-2.4629701368507e-07,250,1.2516335491955,1.2070657235218,263.15
16080,2.3482069837781e-07,-2.4638839752763e-07,250,1.251635936014,1.207050865633,263.15
16110,2.3479455979784e-07,-2.4647715937122e-07,250,1.2516373157123,1.207034329063,263.15
16140,2.3476346627991e-07,-2.4656337782001e-07,250,1.2516386286953,1.2070167222634,263.15
16170,2.3472745704325e-07,-2.4664712679584e-07,250,1.2516404584644,1.2069982248548,263.15
16200,2.3468656604625e-07,-2.4672847606059e-07,250,1.2516425094337,1.2069787761819,263.15
16230,2.3464084994169e-07,-2.4680749159542e-07,250,1.2516443521367,1.2069586062315,263.15
16260,2.3459036604815e-07,-2.4688423591599e-07,250,1.2516464574486,1.2069398648923,263.15
16290,2.3453517246654e-07,-2.4695876367942e-07,250,1.2516486942069,1.2069207894425,263.15
16320,2.3447532806832e-07,-2.4703109496796e-07,250,1.2516507652007,1.2069015377608,263.15
16350,2.3441089226755e-07,-2.4710128329193e-07,250,1.2516524306185,1.2068835120106,263.15
16380,2.3434192495185e-07,-2.4716937892066e-07,250,1.251653538609,1.2068643126991,263.15
16410,3.1718086146984e-07,-2.4723542851568e-07,250,1.2516543355658,1.2068445742485,263.15
16440,4.1403856883396e-07,-2.4729947770265e-07,250,1.2516556587014,1.2068276930066,263.15
16470,5.1236376751177e-07,-2.4736156977356e-07,250,1.2516582348251,1.2068133563921,263.15
16500,6.1341215683361e-07,-2.4742174584732e-07,250,1.2516606368329,1.2068039508286,263.15
16530,7.1929268572752e-07,-2.4748004489417e-07,250,1.251663242058,1.2067953100583,263.15
16560,8.2454713292616e-07,-2.4753650384954e-07,250,1.25166516962,1.2067871730798,263.15
16590,9.2893850514643e-07,-2.4759115778725e-07,250,1.251666339688,1.2067773539948,263.15
16620,1.0332539565151e-06,-2.4764403998564e-07,250,1.2516667472831,1.2067666165194,263.15
16650,1.1297419312439e-06,-2.4769518207467e-07,250,1.2516669461639,1.2067572080337,263.15
16680,8.006627685718e-07,-2.4774461404684e-07,250,1.2516667187897,1.2067500819221,263.15
16710,6.3900589045426e-07,-1.362718587898e-06,250,1.2516653681859,1.2067415548387,263.15
16740,6.4794312330405e-07,-1.4855302234222e-06,250,1.2516637165169,1.2067313425084,263.15
16770,6.0498740668581e-07,-1.0097548695307e-06,250,1.2516634224355,1.2067219411304,263.15
16800,5.1777805592029e-07,-7.0124831326473e-07,250,1.251662633461,1.2067121389031,263.15
16830,5.2983379605866e-07,-5.1061020696046e-07,250,1.2516605876308,1.2067039509577,263.15
16860,5.4568533004187e-07,-3.0678293396427e-07,250,1.2516575372649,1.2066970313153,263.15
16890,5.6963371583606e-07,-2.4804498490369e-07,250,1.2516540355788,1.2066889406999,263.15
16920,5.9906971620943e-07,-2.4808165479801e-07,250,1.2516507373692,1.206683464115,263.15
16950,6.2952711844656e-07,-2.481168268493e-07,250,1.2516475960856,1.2066762409988,263.15
16980,6.5753727165111e-07,-2.4815051935184e-07,250,1.2516449297098,1.206669371808,263.15
17010,6.8053684417402e-07,-2.4818274976737e-07,250,1.2516415533645,1.206662033602,263.15
17040,6.9546179036336e-07,-2.4821353475001e-07,250,1.2516380846651,1.2066535480778,263.15
17070,7.0582905738107e-07,-2.4824289021822e-07,250,1.251634607654,1.2066430894332,263.15
17100,7.3994610886373e-07,-2.4827083141514e-07,250,1.2516313145157,1.2066312005591,263.15
17130,7.7385993580213e-07,-2.4829737304806e-07,250,1.251629722072,1.2066213730672,263.15
17160,6.744631496474e-07,-2.4832252927772e-07,250,1.251629506899,1.206612752211,263.15
17190,5.4203008852165e-07,-2.4834631364698e-07,250,1.2516293975872,1.2066029543,263.15
17220,4.3939000060251e-07,-2.4836873898876e-07,250,1.2516297588695,1.2065940786962,263.15
17250,3.7989135342449e-07,-2.4838981741095e-07,250,1.2516298103724,1.2065846507161,263.15
17280,3.5574695188423e-07,-2.4840956041018e-07,250,1.2516307894957,1.2065748785405,263.15
17310,3.646573533912e-07,-2.4842797909719e-07,250,1.251631581293,1.2065661075145,263.15
17340,3.9789382947932e-07,-2.4844508421384e-07,250,1.2516319975246,1.2065562315098,263.15
17370,4.2794020476953e-07,-2.4846088591121e-07,250,1.2516334723502,1.2065488934058,263.15
17400,4.5612413543492e-07,-2.4847539386295e-07,250,1.2516342674008,1.2065405902334,263.15
17430,4.8298249864617e-07,-2.4848861729492e-07,250,1.2516346033679,1.2065316024598,263.15
17460,5.0864366162236e-07,-2.4850056511413e-07,250,1.2516342914034,1.2065240380386,263.15
17490,5.3291633751258e-07,-2.4851124592584e-07,250,1.251633908265,1.2065164039996,263.15
17520,5.5524803172943e-07,-2.4852066800776e-07,250,1.2516332621684,1.2065081485549,263.15
