time,_pika_interface_velocity_max,_pika_interface_velocity_min,grad_T_y,k_x_eff,k_y_eff,temperature
2790,3.2418795641932e-07,-3.2292526411226e-07,250,1.2483147684855,1.1991132821469,263.15
2820,3.2406736330707e-07,-3.233305682217e-07,250,1.2483154792654,1.1991324742749,263.15
2850,3.2394722981164e-07,-3.2372939762684e-07,250,1.2483163235381,1.1991518661868,263.15
2880,3.2382752465496e-07,-3.2412179252546e-07,250,1.2483171594719,1.1991718242739,263.15
2910,3.2370822177496e-07,-3.2450780192145e-07,250,1.2483181944839,1.1991926926533,263.15
2940,3.235892966245e-07,-3.2488747892299e-07,250,1.2483194160568,1.1992140284065,263.15
2970,3.2347072414915e-07,-3.2526087866622e-07,250,1.2483209602023,1.1992381279786,263.15
3000,3.2335247776027e-07,-3.2562805724158e-07,250,1.2483230029255,1.1992634840486,263.15
3030,3.2323452773887e-07,-3.2598907101196e-07,250,1.2483252492127,1.1992898707191,263.15
3060,3.2311684227308e-07,-3.263439761741e-07,250,1.2483281429826,1.1993183185995,263.15
3090,3.2299938763325e-07,-3.2669282850685e-07,250,1.2483317493229,1.1993478236148,263.15
3120,3.2288212770174e-07,-3.2703568321835e-07,250,1.2483356885338,1.1993777730558,263.15
3150,3.2276502376276e-07,-3.2737259020293e-07,250,1.2483397273801,1.1994077133871,263.15
3180,3.2264803460938e-07,-3.2770359876581e-07,250,1.2483441798712,1.1994381076585,263.15
3210,3.2253111538397e-07,-3.2802876192218e-07,250,1.248348933114,1.1994688709527,263.15
3240,3.2241421778447e-07,-3.2834813391037e-07,250,1.248353740588,1.1994994417626,263.15
3270,3.2229729081955e-07,-3.2866176841179e-07,250,1.2483589969604,1.1995298948468,263.15
3300,3.2218028540889e-07,-3.2896971766158e-07,250,1.2483644530354,1.1995605656866,263.15
3330,3.2206314484555e-07,-3.2927203225229e-07,250,1.2483700693058,1.1995916412609,263.15
3360,3.2194580911644e-07,-3.2956876124666e-07,250,1.2483760914831,1.1996230852703,263.15
3390,3.2182821574884e-07,-3.2985995229033e-07,250,1.2483821841253,1.1996550316994,263.15
3420,3.2171029838463e-07,-3.3014565146232e-07,250,1.2483886906227,1.1996891457059,263.15
3450,3.2159198693585e-07,-3.3042590378892e-07,250,1.2483954233503,1.1997231547378,263.15
3480,3.2147321245969e-07,-3.3070075293432e-07,250,1.2484024103589,1.1997571089625,263.15
3510,3.2135390505019e-07,-3.309702411081e-07,250,1.2484099893809,1.1997910546805,263.15
3540,3.2123399390033e-07,-3.3123440900173e-07,250,1.2484178176378,1.1998270047722,263.15
3570,3.2111340530753e-07,-3.3149329575372e-07,250,1.2484256458605,1.1998634223768,263.15
3600,3.2099206662816e-07,-3.3174693894327e-07,250,1.2484334208611,1.1998996122241,263.15
3630,3.2086990431078e-07,-3.3199537457644e-07,250,1.2484409413672,1.1999350906876,263.15
3660,3.2074684411132e-07,-3.3223863707618e-07,250,1.2484483228826,1.1999703129451,263.15
3690,3.2062281162198e-07,-3.3247675925339e-07,250,1.2484558578528,1.2000061440328,263.15
3720,3.2049773258433e-07,-3.3270977226138e-07,250,1.2484635526095,1.2000435139582,263.15
3750,3.2037153542008e-07,-3.3293770552639e-07,250,1.2484710765707,1.2000804261069,263.15
3780,3.2024415627622e-07,-3.331605866783e-07,250,1.2484799425705,1.2001172270661,263.15
3810,3.2011552433135e-07,-3.3337844147126e-07,250,1.2484889213311,1.2001540111513,263.15
3840,3.1998556300023e-07,-3.3359129373056e-07,250,1.2484978095534,1.200191421056,263.15
3870,3.1985420633574e-07,-3.3379916529132e-07,250,1.2485069600282,1.2002299165235,263.15
3900,3.1972138770539e-07,-3.3400207592885e-07,250,1.2485161757038,1.2002679782229,263.15
3930,3.195870540355e-07,-3.3420004330268e-07,250,1.2485255843536,1.2003067237219,263.15
3960,3.1945115573734e-07,-3.3435056710089e-07,250,1.2485355832124,1.2003501926865,263.15
3990,3.193136349075e-07,-3.3443470264485e-07,250,1.2485457199695,1.200395024576,263.15
4020,3.1917443335527e-07,-3.3445852642697e-07,250,1.2485557976009,1.2004408207968,263.15
4050,3.1903349550812e-07,-3.3442535915235e-07,250,1.2485660136574,1.2004896578712,263.15
4080,3.1889076930888e-07,-3.3433718630127e-07,250,1.248576129531,1.2005393316401,263.15
4110,3.1874620654797e-07,-3.3419535559939e-07,250,1.2485858549925,1.2005881171471,263.15
4140,3.1859976302084e-07,-3.3400091848678e-07,250,1.2485961736778,1.2006364041464,263.15
4170,3.1845139856051e-07,-3.337547949988e-07,250,1.2486071969248,1.2006843370619,263.15
4200,3.1830107704631e-07,-3.3345785250841e-07,250,1.2486185044241,1.2007340870971,263.15
4230,3.1814876739079e-07,-3.3311094287924e-07,250,1.2486301203357,1.2007849110324,263.15
4260,3.1799445345201e-07,-3.3271491966807e-07,250,1.2486419088405,1.2008355986849,263.15
4290,3.1783810699995e-07,-3.3227064576897e-07,250,1.2486536008643,1.2008859675576,263.15
4320,3.1767970317351e-07,-3.3177899645393e-07,250,1.2486652966641,1.2009358824028,263.15
4350,3.1751922356421e-07,-3.3124086002912e-07,250,1.2486771034433,1.2009865129941,263.15
4380,3.1735665354201e-07,-3.3065713783148e-07,250,1.2486891828888,1.2010365321933,263.15
4410,3.1719197885949e-07,-3.300287433921e-07,250,1.24870105699,1.2010856254055,263.15
4440,3.1702519371568e-07,-3.2935660122593e-07,250,1.2487135514398,1.2011343988573,263.15
4470,3.1685629711379e-07,-3.2864164555936e-07,250,1.2487270298824,1.2011837555086,263.15
4500,3.1668529052968e-07,-3.2788481902695e-07,250,1.2487404898174,1.2012348016193,263.15
4530,3.1651217788417e-07,-3.270870713359e-07,250,1.2487538105367,1.2012886905992,263.15
4560,3.1633696713267e-07,-3.2624935795185e-07,250,1.2487668813247,1.2013420788168,263.15
4590,3.1615966920897e-07,-3.2537263881449e-07,250,1.2487810404623,1.2013961378,263.15
4620,3.1598029741532e-07,-3.2445787705486e-07,250,1.2487957441268,1.2014507005354,263.15
4650,3.1579886782791e-07,-3.2350603774939e-07,250,1.2488108870196,1.2015054874534,263.15
4680,3.1561539657315e-07,-3.2251808673991e-07,250,1.2488264676595,1.2015599404254,263.15
4710,3.1542989937644e-07,-3.2149498950419e-07,250,1.2488421811353,1.2016135656051,263.15
4740,3.1524239764204e-07,-3.2043771006362e-07,250,1.2488577636826,1.2016666102692,263.15
4770,3.1505291583061e-07,-3.1934720991509e-07,250,1.2488752943079,1.2017205160631,263.15
4800,3.148614801225e-07,-3.1822444706323e-07,250,1.2488931504319,1.2017754088168,263.15
4830,3.1466811792184e-07,-3.1707037495175e-07,250,1.2489107804286,1.2018299471176,263.15
4860,3.1447285799809e-07,-3.158859413608e-07,250,1.2489290639884,1.2018858898715,263.15
4890,3.1427573028936e-07,-3.1467208735057e-07,250,1.2489487425578,1.2019445648022,263.15
4920,3.1407676603596e-07,-3.1342974626138e-07,250,1.2489691170786,1.2020039990756,263.15
4950,3.1387599789482e-07,-3.2563336701874e-07,250,1.2489891531307,1.2020622888432,263.15
4980,3.1367346206329e-07,-3.5041933367558e-07,250,1.2490094026674,1.2021198155394,263.15
5010,3.1346919383868e-07,-3.7554047103961e-07,250,1.2490297107011,1.2021788384671,263.15
5040,3.1326323010583e-07,-4.0099406060376e-07,250,1.2490502547881,1.2022370444944,263.15
5070,3.1305563320297e-07,-4.2677517837132e-07,250,1.2490711851502,1.2022962699103,263.15
5100,3.1284644704396e-07,-4.5287718100547e-07,250,1.2490922995033,1.2023563581936,263.15
5130,3.1263571198779e-07,-4.6833579728338e-07,250,1.24911334052,1.2024158443662,263.15
5160,3.1242347161913e-07,-4.6359792919987e-07,250,1.2491345879369,1.2024753500404,263.15
5190,3.122097719187e-07,-4.5405664204494e-07,250,1.2491564344967,1.202536152793,263.15
5220,3.1199466032388e-07,-4.4918723215115e-07,250,1.2491779949974,1.2025965195409,263.15
5250,3.1177818859072e-07,-4.3963960900546e-07,250,1.2491999267241,1.2026585478657,263.15
5280,3.1156041331697e-07,-4.4042353287636e-07,250,1.2492221498134,1.2027214917559,263.15
5310,3.1134139615929e-07,-4.2606061616834e-07,250,1.2492438020356,1.20278347291,263.15
5340,3.1112120488322e-07,-4.2824810889888e-07,250,1.2492653366676,1.202845223259,263.15
5370,3.1089991391972e-07,-4.1876749564839e-07,250,1.2492870988214,1.2029066615286,263.15
5400,3.106776052937e-07,-4.1756711206751e-07,250,1.2493088423334,1.2029675710641,263.15
5430,3.1045437115574e-07,-4.1689831214002e-07,250,1.2493306883562,1.2030288254518,263.15
5460,3.1023031709043e-07,-4.273814630691e-07,250,1.2493526563024,1.2030897234397,263.15
5490,3.1000547732502e-07,-4.3035825192731e-07,250,1.2493743691736,1.2031496909248,263.15
5520,3.0978000963486e-07,-4.2232246956334e-07,250,1.2493958188504,1.2032101403703,263.15
5550,3.0955408829408e-07,-4.0458191144807e-07,250,1.2494174896868,1.2032708591315,263.15
5580,3.0932788403084e-07,-4.0780794860662e-07,250,1.2494390415955,1.2033312608734,263.15
5610,3.0910158013951e-07,-4.0685202989747e-07,250,1.2494602903942,1.2033902078329,263.15
5640,3.0887538235292e-07,-4.0278010324299e-07,250,1.2494809550706,1.2034484668159,263.15
5670,3.0864952477547e-07,-4.0015644075459e-07,250,1.2495013125776,1.2035050075346,263.15
5700,3.0842426827184e-07,-4.0121100306824e-07,250,1.2495213485346,1.2035599304831,263.15
5730,3.0819993041429e-07,-3.9744819730057e-07,250,1.2495412260899,1.2036161130024,263.15
5760,3.0797687668134e-07,-3.8412666642539e-07,250,1.2495607530783,1.2036728908199,263.15
5790,3.0775552560295e-07,-3.8379803834937e-07,250,1.2495798562717,1.2037292381356,263.15
5820,3.0753636344279e-07,-3.7614313263779e-07,250,1.2496005772408,1.2037857655296,263.15
5850,3.0731996053827e-07,-3.6121897153644e-07,250,1.249622635591,1.203841135331,263.15
5880,3.0710699100164e-07,-3.4065220604187e-07,250,1.2496444390477,1.2038952135548,263.15
5910,3.068982567097e-07,-3.1624300332999e-07,250,1.2496658214823,1.203948156696,263.15
5940,3.0669465275833e-07,-2.8975479478468e-07,250,1.2496866902443,1.2039993977026,263.15
5970,3.0649734313265e-07,-2.7381161323878e-07,250,1.2497079999742,1.2040504138143,263.15
6000,3.0630776861477e-07,-2.7373501940037e-07,250,1.2497294416079,1.204100276184,263.15
6030,3.0612765211648e-07,-2.7365490948508e-07,250,1.2497513678636,1.2041497640596,263.15
6060,3.0595908161696e-07,-2.7357119057252e-07,250,1.2497743310703,1.2041990261249,263.15
6090,3.0580460286429e-07,-2.7348376690249e-07,250,1.249797354207,1.2042467420428,263.15
6120,3.0566730267408e-07,-2.7339253940817e-07,250,1.2498202455499,1.204292968415,263.15
6150,3.0555084137034e-07,-2.7329740504933e-07,250,1.2498437712965,1.2043398313561,263.15
6180,3.0545931597524e-07,-2.7319825696073e-07,250,1.2498673010922,1.2043855771286,263.15
6210,3.0539657474259e-07,-2.7309498513401e-07,250,1.2498901810679,1.2044294032463,263.15
6240,3.0536380419808e-07,-2.7298747634926e-07,250,1.2499129335642,1.2044737582582,263.15
6270,3.0535160920454e-07,-2.7287561445304e-07,250,1.249935454374,1.2045171696605,263.15
6300,3.0531232821823e-07,-2.727592794758e-07,250,1.2499580309693,1.2045618704192,263.15
6330,3.0504852789396e-07,-2.7263834793648e-07,250,1.2499804656924,1.2046062064215,263.15
6360,3.0364033372017e-07,-2.7251269197474e-07,250,1.2500029012754,1.2046501821484,263.15
6390,2.9504500284307e-07,-2.7238217623913e-07,250,1.2500255258517,1.2046979368341,263.15
6420,2.3942192228564e-07,-2.7224665923897e-07,250,1.2500477482645,1.2047461641256,263.15
6450,2.3988104088859e-07,-2.7210599378245e-07,250,1.2500697714478,1.204794462965,263.15
6480,2.4033238454061e-07,-2.7196002540146e-07,250,1.2500918825938,1.2048437530011,263.15
6510,2.4077600179387e-07,-2.7860302063512e-07,250,1.2501133294633,1.2048918947413,263.15
6540,2.4121194471616e-07,-2.8611000450145e-07,250,1.2501346283582,1.204938465014,263.15
6570,2.4164026879587e-07,-2.8948115021741e-07,250,1.2501561953399,1.2049877803314,263.15
6600,2.4206103286265e-07,-2.9125853590155e-07,250,1.2501774815664,1.2050400970945,263.15
6630,2.4320240386265e-07,-2.9227381814995e-07,250,1.2501983602606,1.2050924831324,263.15
6660,2.4544578309451e-07,-2.9287026242131e-07,250,1.2502193248468,1.2051450069081,263.15
6690,2.4754185763163e-07,-2.9321318027388e-07,250,1.2502400266049,1.2051961420338,263.15
6720,2.495007863437e-07,-2.9339134843345e-07,250,1.2502602114754,1.2052458460365,263.15
6750,2.5133163492372e-07,-2.9345646131236e-07,250,1.2502798761645,1.2052943334337,263.15
6780,2.5304257578465e-07,-2.9344056025558e-07,250,1.2502990224829,1.2053418489735,263.15
6810,2.546410430947e-07,-2.9336451617082e-07,250,1.2503177502059,1.2053902504889,263.15
6840,2.5613385337267e-07,-2.9324248467253e-07,250,1.2503362978326,1.2054374358846,263.15
6870,2.575273028678e-07,-2.9308439421138e-07,250,1.2503547385061,1.2054833553444,263.15
6900,2.5882723339162e-07,-2.9289740821335e-07,250,1.2503732541177,1.2055289672582,263.15
6930,2.6003908430183e-07,-2.9268682182621e-07,250,1.2503923055048,1.2055753218035,263.15
6960,2.6116794042965e-07,-2.9245663177213e-07,250,1.250411026955,1.20562093903,263.15
6990,2.6221857022449e-07,-2.9220991056085e-07,250,1.2504294749064,1.2056660885716,263.15
7020,2.6319545484132e-07,-2.9194905856498e-07,250,1.2504478635708,1.2057107083817,263.15
7050,2.6410281136684e-07,-2.9167597811785e-07,250,1.2504660915836,1.2057541472609,263.15
7080,2.6494461219494e-07,-2.9139219613604e-07,250,1.2504837088496,1.2057962112125,263.15
7110,2.6572460158476e-07,-2.9109895267736e-07,250,1.2505006368805,1.2058365549895,263.15
7140,2.6644631016664e-07,-2.9079726558663e-07,250,1.2505177944246,1.205876394054,263.15
7170,2.6711306785253e-07,-2.9048797842547e-07,250,1.2505344450269,1.2059167146059,263.15
7200,2.6772801549377e-07,-2.9017179637529e-07,250,1.2505511172882,1.2059559764906,263.15
7230,2.6829411562082e-07,-2.8984931375605e-07,250,1.2505692308373,1.2059967106022,263.15
7260,2.6881416260633e-07,-2.8952103587981e-07,250,1.2505874163496,1.2060361928611,263.15
7290,2.6929079180772e-07,-2.8918739517492e-07,250,1.2506062786988,1.2060762236954,263.15
7320,2.6972648819742e-07,-2.8884876093805e-07,250,1.2506257526964,1.2061161364082,263.15
7350,2.7012359471611e-07,-2.8850545411887e-07,250,1.2506458375064,1.206155271395,263.15
7380,2.7048432021967e-07,-2.8815775508468e-07,250,1.2506655415975,1.2061927239901,263.15
7410,2.7081074428741e-07,-2.8780591002035e-07,250,1.250684646825,1.2062285968906,263.15
7440,2.7110482956613e-07,-2.87450136774e-07,250,1.2507036212476,1.2062638755885,263.15
7470,2.7136842719309e-07,-2.869498118888e-07,250,1.2507220767135,1.206297499507,263.15
7500,2.7160328255524e-07,-2.8620632434961e-07,250,1.2507402220059,1.2063306850164,263.15
7530,2.7181104034093e-07,-2.8521802583626e-07,250,1.2507581129269,1.2063632890132,263.15
7560,2.7199324902689e-07,-2.8399338013945e-07,250,1.2507754438814,1.2063940891823,263.15
7590,2.7215137037987e-07,-2.825412673737e-07,250,1.2507933011034,1.2064243216566,263.15
7620,2.7228677988131e-07,-2.8086581788481e-07,250,1.250812593448,1.2064535656226,263.15
7650,2.7240077447293e-07,-2.7896973848748e-07,250,1.2508312654563,1.2064812183852,263.15
7680,2.7249457858616e-07,-2.7685514164044e-07,250,1.2508509131603,1.2065082748778,263.15
7710,2.7256934791868e-07,-2.7452385719024e-07,250,1.2508704993148,1.2065337154807,263.15
7740,2.7262617318159e-07,-2.7197766557543e-07,250,1.2508894753911,1.2065586957435,263.15
7770,2.7266608396032e-07,-2.6921851367881e-07,250,1.2509081259972,1.2065844685758,263.15
7800,2.7269005276263e-07,-2.6624871581178e-07,250,1.2509268110552,1.206609433292,263.15
7830,2.7269899874204e-07,-2.6307113436454e-07,250,1.2509458080326,1.2066343931847,263.15
7860,2.7269379039599e-07,-2.5968933550046e-07,250,1.2509649420424,1.2066588445177,263.15
7890,2.7267524778309e-07,-2.587016713356e-07,250,1.2509831789264,1.2066826618997,263.15
7920,2.7264414512008e-07,-2.5835026408375e-07,250,1.2510004792957,1.2067043509593,263.15
7950,2.726012138796e-07,-2.5794250509086e-07,250,1.2510181764286,1.2067252437393,263.15
7980,2.7254714534993e-07,-2.5748106098352e-07,250,1.2510354079087,1.2067449400065,263.15
8010,2.7248259304385e-07,-2.5696848061394e-07,250,1.2510528459,1.2067635175633,263.15
8040,2.7240817499515e-07,-2.5640717130666e-07,250,1.2510704771253,1.2067799977953,263.15
8070,2.7232447596931e-07,-2.5579946161266e-07,250,1.2510875875498,1.2067968411774,263.15
8100,2.7223204946772e-07,-2.5514760265328e-07,250,1.2511051442161,1.2068144660841,263.15
8130,2.7213141960004e-07,-2.5445377098262e-07,250,1.2511224690909,1.2068318487231,263.15
8160,2.7474345812412e-07,-2.5372007163245e-07,250,1.2511394420259,1.2068502499074,263.15
8190,2.7795466600009e-07,-2.5294854169361e-07,250,1.2511563432992,1.2068677849691,263.15
8220,2.8087951197042e-07,-2.5214115306852e-07,250,1.2511722868715,1.2068834565284,263.15
8250,2.8359421343769e-07,-2.5129980088172e-07,250,1.2511872949544,1.2068974389916,263.15
8280,2.8613910235871e-07,-2.5042633249776e-07,250,1.2512018785325,1.206911826321,263.15
8310,2.8853711169688e-07,-2.4952254202717e-07,250,1.2512164837132,1.2069274202861,263.15
8340,2.9080224871565e-07,-2.4859016819193e-07,250,1.2512306232261,1.206941779303,263.15
8370,2.9294376236255e-07,-2.4821509741527e-07,250,1.2512443329213,1.206955654414,263.15
8400,2.9496830965704e-07,-2.4820428086355e-07,250,1.2512575563293,1.2069713635789,263.15
8430,2.9688112938009e-07,-2.4819381751638e-07,250,1.2512700982796,1.2069859063583,263.15
8460,2.9868669556443e-07,-2.4818369985134e-07,250,1.2512819299006,1.2070001581076,263.15
8490,3.0038908565855e-07,-2.4817392013391e-07,250,1.251293891917,1.207014827701,263.15
8520,3.0199218642585e-07,-2.4816447045706e-07,250,1.251306604594,1.2070307193796,263.15
8550,3.0349980506398e-07,-2.4815534252657e-07,250,1.2513193369971,1.2070458313961,263.15
8580,3.0491572405735e-07,-2.4814652782355e-07,250,1.2513316153981,1.2070604972645,263.15
8610,3.0624372255444e-07,-2.4813801760134e-07,250,1.2513434642471,1.2070741184514,263.15
8640,3.0748757809371e-07,-2.4812980288572e-07,250,1.2513550118492,1.2070877451379,263.15
8670,3.0865105729174e-07,-2.4812187437216e-07,250,1.2513665308574,1.2071003668071,263.15
8700,3.0973790910679e-07,-2.4811422240439e-07,250,1.2513773461383,1.2071117348477,263.15
8730,3.1075183046763e-07,-2.4810683694227e-07,250,1.251387267077,1.207121456072,263.15
8760,3.1169645320735e-07,-2.4809970774949e-07,250,1.2513964837391,1.2071306668243,263.15
